Gender,Scholarship holder,Debtor,Tuition fees up to date,Displaced,Educational special needs,International,Application mode,Course,Previous qualification,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Nacionality,Age at enrollment,Previous qualification (grade),Admission grade,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Approval_Rate_Sem1,Approval_Rate_Sem2,Grade_Drop,Total_Units_Failed,Total_Units_Approved,Avg_Grade,Approval_Rate_Trend,Financial_Risk_Score,Scholarship_Debtor,Total_Evaluations,Enrollment_Drop,Mature_Student
0,0,0,0,1,0,0,5,4,0,0,22,25,39,0,19,131.0,122.3,0,6,6,6,12.16666667,0,0,6,6,0,0.0,0,15.5,2.8,-4.06,1.0,0.0,12.16666667,6,6,6.083333335,-1.0,1,0,12,0,0
1,0,1,0,1,0,0,4,3,0,0,25,29,39,0,26,170.0,144.1,0,6,8,0,0.0,0,0,6,10,0,0.0,0,16.2,0.3,-0.92,0.0,0.0,0.0,12,0,0.0,0.0,2,0,18,0,1
0,0,0,1,1,0,0,0,7,0,20,31,22,36,0,21,138.0,123.0,0,5,12,1,11.0,0,0,5,9,2,10.5,0,12.7,3.7,-1.7,0.2,0.4,0.5,7,3,10.75,0.2,0,0,21,0,0
1,0,0,1,0,0,0,9,3,5,17,7,29,41,0,25,133.1,134.3,0,6,15,1,11.0,0,0,6,13,4,11.75,0,12.4,0.5,1.79,0.16666666666666666,0.6666666666666666,-0.75,7,5,11.375,0.5,0,0,28,0,1
0,1,0,1,1,0,0,4,11,0,6,7,27,41,0,18,135.0,128.0,0,7,7,7,14.44142857,0,0,8,8,8,13.65625,0,11.1,0.6,2.02,1.0,1.0,0.7851785699999994,0,15,14.048839285,0.0,0,0,15,-1,0
1,0,1,1,0,0,0,9,1,0,18,0,29,39,0,35,120.0,153.8,0,7,9,0,0.0,0,0,7,8,0,0.0,0,11.1,0.6,2.02,0.0,0.0,0.0,14,0,0.0,0.0,1,0,17,0,1
0,1,0,1,1,0,0,0,11,0,6,23,27,43,0,21,133.1,125.5,0,7,9,7,13.2,0,0,8,9,7,13.2575,0,15.5,2.8,-4.06,1.0,0.875,-0.057500000000000995,1,14,13.22875,-0.125,0,0,18,-1,0
1,1,0,1,0,0,0,9,2,0,18,22,29,41,0,37,120.0,108.0,1,7,9,6,11.85714286,0,1,6,7,5,12.0,0,13.9,-0.3,0.79,0.8571428571428571,0.8333333333333334,-0.14285714000000027,2,11,11.92857143,-0.023809523809523725,0,0,16,1,1
1,0,1,0,1,0,0,9,7,5,7,0,28,42,0,28,133.1,120.0,0,6,12,1,11.0,0,0,6,9,2,10.5,0,16.2,0.3,-0.92,0.16666666666666666,0.3333333333333333,0.5,9,3,10.75,0.16666666666666666,2,0,21,0,1
0,1,0,1,1,0,0,0,9,0,6,23,29,41,0,22,108.0,110.5,0,6,6,6,12.16666667,0,0,6,6,6,12.5,0,12.4,0.5,1.79,1.0,1.0,-0.3333333300000003,0,12,12.333333334999999,0.0,0,0,12,0,0
0,0,0,1,1,0,0,4,14,0,0,23,29,42,0,18,136.0,131.5,0,6,7,6,12.57142857,0,0,6,8,6,11.85714286,0,13.9,-0.3,0.79,1.0,1.0,0.7142857100000004,0,12,12.214285714999999,0.0,0,0,15,0,0
1,0,0,1,1,0,0,0,11,0,12,7,22,2,0,18,141.0,126.8,0,8,8,8,13.24875,0,0,8,8,8,13.24875,0,9.4,-0.8,-3.12,1.0,1.0,0.0,0,16,13.24875,0.0,0,0,16,0,0
0,0,1,1,0,0,0,0,15,0,17,7,29,42,0,18,162.0,142.8,0,6,10,5,13.0,0,0,6,10,4,11.5,0,12.7,3.7,-1.7,0.8333333333333334,0.6666666666666666,1.5,3,9,12.25,-0.16666666666666674,1,0,20,0,0
0,0,0,1,1,0,0,0,5,0,12,15,25,36,0,18,157.0,153.9,0,6,7,6,16.57142857,0,0,6,6,6,15.66666667,0,13.9,-0.3,0.79,1.0,1.0,0.9047618999999987,0,12,16.11904762,0.0,0,0,13,0,0
0,0,0,1,1,0,0,0,11,0,0,7,25,39,0,18,130.0,129.1,0,7,9,7,13.04444444,0,0,8,10,8,13.595,0,15.5,2.8,-4.06,1.0,1.0,-0.5505555600000012,0,15,13.31972222,0.0,0,0,19,-1,0
0,0,0,1,0,0,0,9,16,0,17,22,25,39,0,31,133.1,138.7,0,5,7,3,10.33333333,0,0,5,6,3,12.0,0,10.8,1.4,1.74,0.6,0.6,-1.6666666699999997,4,6,11.166666665000001,0.0,0,0,13,0,1
0,0,0,1,0,0,0,4,9,0,6,22,27,43,0,20,103.0,104.1,0,6,6,0,0.0,0,0,5,5,0,0.0,0,8.9,1.4,3.51,0.0,0.0,0.0,11,0,0.0,0.0,0,0,11,1,0
0,0,0,1,1,0,0,0,0,0,17,22,29,43,0,18,139.0,124.0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0
1,0,0,1,0,0,0,9,8,0,17,22,29,41,0,30,160.0,110.0,0,5,8,2,11.0,0,0,5,6,4,11.5,0,15.5,2.8,-4.06,0.4,0.8,-0.5,4,6,11.25,0.4,0,0,14,0,1
0,0,0,1,1,0,0,0,7,0,12,0,22,38,0,18,151.0,151.0,0,6,11,6,14.44444444,0,0,6,6,6,13.33333333,0,16.2,0.3,-0.92,1.0,1.0,1.1111111099999995,0,12,13.888888885,0.0,0,0,17,0,0
0,0,1,0,0,0,0,12,4,9,0,23,24,40,0,22,100.0,104.8,2,7,9,5,11.6,0,5,9,9,5,10.0,0,12.4,0.5,1.79,0.7142857142857143,0.5555555555555556,1.5999999999999996,6,10,10.8,-0.15873015873015872,2,0,18,-2,0
0,0,0,1,0,0,0,0,16,0,17,22,29,43,0,29,140.0,124.6,0,5,11,5,11.4,0,0,5,10,4,10.25,0,15.5,2.8,-4.06,1.0,0.8,1.1500000000000004,1,9,10.825,-0.19999999999999996,0,0,21,0,1
0,1,0,1,1,0,0,5,5,0,17,22,29,43,0,21,153.0,138.0,0,6,7,6,13.5,0,0,6,6,3,15.33333333,0,8.9,1.4,3.51,1.0,0.5,-1.8333333300000003,3,9,14.416666665000001,-0.5,0,0,13,0,0
1,1,0,1,0,0,0,0,13,0,0,7,24,38,0,19,122.0,116.1,0,6,10,6,13.125,0,0,6,9,6,12.71428571,0,11.1,0.6,2.02,1.0,1.0,0.4107142899999996,0,12,12.919642855,0.0,0,0,19,0,0
0,0,0,1,1,0,0,12,5,0,11,1,26,40,0,21,150.0,150.0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,10.8,1.4,1.74,0.0,0.0,0.0,12,0,0.0,0.0,0,0,0,0,0
1,0,0,0,1,0,0,11,3,0,0,0,24,39,0,29,149.0,156.1,0,6,6,0,0.0,0,0,6,8,0,0.0,0,15.5,2.8,-4.06,0.0,0.0,0.0,12,0,0.0,0.0,1,0,14,0,1
0,1,0,0,0,0,0,0,13,0,6,7,29,42,0,19,123.0,125.5,0,6,6,6,13.83333333,0,0,6,7,6,14.28571429,0,8.9,1.4,3.51,1.0,1.0,-0.4523809599999993,0,12,14.05952381,0.0,1,0,13,0,0
1,0,0,1,1,0,0,0,14,0,0,23,23,39,0,19,130.0,128.6,0,6,8,5,12.0,0,0,6,8,5,12.4,0,9.4,-0.8,-3.12,0.8333333333333334,0.8333333333333334,-0.40000000000000036,2,10,12.2,0.0,0,0,16,0,0
1,0,0,0,0,0,0,9,8,5,18,7,24,2,0,32,133.1,116.3,0,5,5,0,0.0,0,0,5,9,0,0.0,0,10.8,1.4,1.74,0.0,0.0,0.0,10,0,0.0,0.0,1,0,14,0,1
0,1,0,1,1,0,0,0,5,0,0,23,29,42,0,18,141.0,128.9,0,6,7,6,13.83333333,0,0,6,10,6,13.71428571,0,8.9,1.4,3.51,1.0,1.0,0.11904761999999991,0,12,13.77380952,0.0,0,0,17,0,0
1,1,1,1,0,0,0,9,14,5,17,22,26,40,0,49,133.1,162.0,0,6,8,6,12.28571429,0,0,6,7,6,14.16666667,0,10.8,1.4,1.74,1.0,1.0,-1.88095238,0,12,13.22619048,0.0,1,1,15,0,1
0,0,1,0,0,0,0,17,15,7,6,7,24,39,0,25,150.0,150.0,1,6,7,6,14.42857143,0,0,6,7,6,13.66666667,0,10.8,1.4,1.74,1.0,1.0,0.7619047600000002,0,12,14.04761905,0.0,2,0,14,0,1
1,0,0,0,0,0,0,0,8,0,0,0,29,43,0,21,118.0,111.0,0,5,7,2,11.0,0,0,5,9,3,11.42857143,0,10.8,1.4,1.74,0.4,0.6,-0.42857142999999986,5,5,11.214285714999999,0.19999999999999996,1,0,16,0,0
1,0,0,1,0,0,0,9,11,0,17,22,29,40,0,35,140.0,132.8,0,7,10,4,12.6,0,0,7,9,5,12.38,0,12.4,0.5,1.79,0.5714285714285714,0.7142857142857143,0.21999999999999886,5,9,12.49,0.1428571428571429,0,0,19,0,1
0,0,0,1,1,0,0,0,11,0,17,7,29,43,0,19,138.0,127.8,0,7,7,6,14.98333333,0,0,7,7,6,14.98333333,0,7.6,2.6,0.32,0.8571428571428571,0.8571428571428571,0.0,2,12,14.98333333,0.0,0,0,14,0,0
0,0,0,1,1,0,0,4,9,0,6,23,27,42,0,21,115.0,116.4,0,6,9,6,11.375,0,0,6,9,6,13.28571429,0,16.2,0.3,-0.92,1.0,1.0,-1.9107142899999996,0,12,12.330357145,0.0,0,0,18,0,0
0,0,0,1,1,0,0,0,4,0,20,24,22,36,0,18,132.0,136.6,1,6,10,6,11.71428571,1,0,6,15,6,10.375,0,13.9,-0.3,0.79,1.0,1.0,1.3392857100000004,0,12,11.044642855,0.0,0,0,25,0,0
0,1,0,1,0,0,0,0,4,0,0,23,29,41,0,18,125.0,118.0,0,6,6,6,14.33333333,0,0,6,7,6,14.0,0,11.1,0.6,2.02,1.0,1.0,0.3333333300000003,0,12,14.166666665000001,0.0,0,0,13,0,0
0,0,0,1,0,0,0,0,11,0,18,7,25,42,0,18,147.0,147.3,0,7,7,6,13.96666667,0,0,7,7,6,13.96666667,0,7.6,2.6,0.32,0.8571428571428571,0.8571428571428571,0.0,2,12,13.96666667,0.0,0,0,14,0,0
1,0,0,1,0,0,0,9,11,0,17,22,29,43,0,34,120.0,100.0,0,7,15,6,11.33333333,0,0,7,16,4,12.6,0,16.2,0.3,-0.92,0.8571428571428571,0.5714285714285714,-1.2666666699999993,4,10,11.966666665,-0.2857142857142857,0,0,31,0,1
0,1,0,1,1,0,0,4,9,0,6,23,24,43,0,20,139.0,146.7,0,6,6,6,13.33333333,0,0,6,7,6,14.0,0,15.5,2.8,-4.06,1.0,1.0,-0.6666666699999997,0,12,13.666666665000001,0.0,0,0,13,0,0
0,0,0,1,1,0,0,0,10,0,12,7,23,2,0,18,127.0,130.9,0,6,8,6,11.33333333,0,0,6,8,5,12.6,0,9.4,-0.8,-3.12,1.0,0.8333333333333334,-1.2666666699999993,1,11,11.966666665,-0.16666666666666663,0,0,16,0,0
0,1,0,1,0,0,0,0,9,0,0,23,25,41,0,20,142.0,127.7,0,6,7,6,15.0,0,0,6,6,6,16.33333333,0,13.9,-0.3,0.79,1.0,1.0,-1.3333333299999985,0,12,15.666666665,0.0,0,0,13,0,0
1,1,0,1,0,0,0,11,16,0,18,23,29,41,0,32,120.0,141.0,5,10,12,10,13.8,0,5,10,10,10,12.8,0,10.8,1.4,1.74,1.0,1.0,1.0,0,20,13.3,0.0,0,0,22,0,1
1,0,0,1,1,0,0,11,9,0,14,16,0,39,0,22,129.0,118.9,0,6,11,0,0.0,0,0,5,10,0,0.0,0,9.4,-0.8,-3.12,0.0,0.0,0.0,11,0,0.0,0.0,0,0,21,1,0
0,0,0,1,1,0,0,0,10,0,18,23,25,42,0,18,116.0,110.8,0,6,8,6,12.16666667,0,0,6,6,6,13.5,0,11.1,0.6,2.02,1.0,1.0,-1.3333333300000003,0,12,12.833333334999999,0.0,0,0,14,0,0
0,0,0,1,0,0,0,0,4,0,6,0,23,42,0,23,115.0,123.4,1,6,8,6,13.0,1,0,6,8,6,11.875,0,13.9,-0.3,0.79,1.0,1.0,1.125,0,12,12.4375,0.0,0,0,16,0,0
0,0,0,1,0,0,0,0,8,0,6,22,29,43,0,19,137.0,124.4,0,5,6,4,11.25,0,0,5,10,3,11.71428571,0,10.8,1.4,1.74,0.8,0.6,-0.4642857100000004,3,7,11.482142855,-0.20000000000000007,0,0,16,0,0
1,0,0,0,1,0,0,0,14,0,12,8,24,40,0,29,140.0,133.4,0,6,8,6,16.5,0,0,6,6,5,13.8,0,11.1,0.6,2.02,1.0,0.8333333333333334,2.6999999999999993,1,11,15.15,-0.16666666666666663,1,0,14,0,1
0,1,0,1,1,0,0,4,14,0,0,0,25,39,0,22,115.0,119.6,0,6,11,5,12.0,0,0,6,11,5,11.0,0,7.6,2.6,0.32,0.8333333333333334,0.8333333333333334,1.0,2,10,11.5,0.0,0,0,22,0,0
0,0,0,1,1,0,0,4,11,0,0,0,25,2,0,18,140.0,128.5,0,7,9,5,14.06,0,0,7,9,6,12.57142857,0,12.4,0.5,1.79,0.7142857142857143,0.8571428571428571,1.4885714300000004,3,11,13.315714285,0.1428571428571428,0,0,18,0,0
0,0,0,1,0,0,0,10,11,0,6,7,24,43,0,23,124.0,124.0,0,8,8,8,12.88625,0,0,8,8,8,12.88625,0,9.4,-0.8,-3.12,1.0,1.0,0.0,0,16,12.88625,0.0,0,0,16,0,0
0,1,1,1,1,0,0,4,8,0,6,7,25,41,0,18,122.0,116.4,0,5,5,5,11.6,0,0,5,5,5,11.8,0,11.1,0.6,2.02,1.0,1.0,-0.20000000000000107,0,10,11.7,0.0,1,1,10,0,0
0,0,1,0,0,0,0,5,2,0,17,22,29,2,0,39,140.0,120.4,0,5,5,0,0.0,0,0,4,4,0,0.0,0,9.4,-0.8,-3.12,0.0,0.0,0.0,9,0,0.0,0.0,2,0,9,1,1
0,0,0,1,0,0,0,11,11,0,6,22,28,42,0,20,170.0,100.0,0,7,8,6,13.25,0,0,8,8,8,13.75,0,13.9,-0.3,0.79,0.8571428571428571,1.0,-0.5,1,14,13.5,0.1428571428571429,0,0,16,-1,0
1,0,0,0,1,0,0,0,0,0,17,22,29,43,0,22,129.0,122.0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,0.0,0.0,0.0,0,0,0.0,0.0,1,0,0,0,0
0,0,0,1,1,0,0,12,5,9,12,15,22,36,0,22,150.0,150.0,2,6,7,6,14.42857143,0,1,6,9,5,13.0,0,13.9,-0.3,0.79,1.0,0.8333333333333334,1.4285714299999999,1,11,13.714285714999999,-0.16666666666666663,0,0,16,0,0
1,0,0,1,0,0,0,4,8,0,0,0,24,38,0,20,133.1,95.0,0,5,14,0,0.0,0,0,5,5,0,0.0,0,11.1,0.6,2.02,0.0,0.0,0.0,10,0,0.0,0.0,0,0,19,0,0
0,1,0,1,0,0,0,4,5,0,18,7,0,44,0,19,137.0,122.3,0,5,5,5,12.6,0,0,5,9,3,13.0,0,7.6,2.6,0.32,1.0,0.6,-0.40000000000000036,2,8,12.8,-0.4,0,0,14,0,0
0,0,0,1,0,0,0,11,2,0,17,24,29,38,0,50,160.0,140.9,7,11,11,11,13.54545455,0,3,7,7,7,13.57142857,0,16.2,0.3,-0.92,1.0,1.0,-0.025974019999999598,0,18,13.55844156,0.0,0,0,18,4,1
1,0,1,0,0,0,0,9,16,0,17,22,29,43,0,45,133.1,132.8,0,5,9,0,0.0,0,0,5,11,0,0.0,0,12.4,0.5,1.79,0.0,0.0,0.0,10,0,0.0,0.0,2,0,20,0,1
0,0,0,1,1,0,0,9,10,0,17,22,24,41,0,34,130.0,120.0,0,6,7,5,12.4,0,0,6,8,5,12.8,0,9.4,-0.8,-3.12,0.8333333333333334,0.8333333333333334,-0.40000000000000036,2,10,12.600000000000001,0.0,0,0,15,0,1
0,1,0,1,1,1,0,4,15,0,17,22,25,43,0,19,138.0,125.1,0,6,6,6,13.5,0,0,6,8,5,12.8,0,12.7,3.7,-1.7,1.0,0.8333333333333334,0.6999999999999993,1,11,13.15,-0.16666666666666663,0,0,14,0,0
0,0,0,1,0,0,1,2,12,0,12,7,3,18,16,20,114.0,114.0,0,7,14,0,0.0,6,0,7,12,2,11.66666667,0,8.9,1.4,3.51,0.0,0.2857142857142857,-11.66666667,12,2,5.833333335,0.2857142857142857,0,0,26,0,0
1,0,0,1,1,0,0,4,13,0,12,15,24,2,0,21,110.0,115.6,0,6,10,6,11.875,0,0,6,8,5,12.0,0,11.1,0.6,2.02,1.0,0.8333333333333334,-0.125,1,11,11.9375,-0.16666666666666663,0,0,18,0,0
0,0,0,1,0,1,0,9,0,0,17,22,29,43,0,26,140.0,100.8,0,0,0,0,0.0,0,0,0,0,0,0.0,0,16.2,0.3,-0.92,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1
0,0,0,0,0,0,0,4,10,0,17,22,25,40,0,20,122.0,114.3,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,0.0,0.0,0.0,12,0,0.0,0.0,1,0,0,0,0
0,1,0,1,1,0,0,5,11,0,18,22,29,39,0,18,135.0,125.3,0,8,8,7,11.78571429,0,0,8,8,7,11.78571429,0,12.7,3.7,-1.7,0.875,0.875,0.0,2,14,11.78571429,0.0,0,0,16,0,0
1,0,0,1,1,0,0,0,0,0,0,0,29,43,0,25,115.0,134.3,16,17,19,17,11.61111111,0,14,17,22,17,12.05555556,0,12.4,0.5,1.79,1.0,1.0,-0.44444445000000066,0,34,11.833333334999999,0.0,0,0,41,0,1
1,0,0,1,1,0,1,2,6,0,18,15,29,36,16,19,130.0,137.0,0,5,9,5,14.0,0,0,5,11,3,13.25,0,13.9,-0.3,0.79,1.0,0.6,0.75,2,8,13.625,-0.4,0,0,20,0,0
0,1,0,1,1,0,0,0,15,0,18,22,29,43,0,19,136.0,126.9,0,7,7,7,13.28571429,0,0,7,7,7,14.42857143,0,11.1,0.6,2.02,1.0,1.0,-1.1428571400000003,0,14,13.85714286,0.0,0,0,14,0,0
1,0,0,0,0,0,0,9,16,5,6,22,29,43,0,29,133.1,149.4,0,5,11,2,11.33333333,0,0,5,9,1,12.0,0,11.1,0.6,2.02,0.4,0.2,-0.6666666699999997,7,3,11.666666665000001,-0.2,1,0,20,0,1
0,1,0,1,1,0,0,0,4,0,6,23,29,43,0,20,137.0,127.2,1,6,9,5,13.4,1,0,6,9,6,12.375,0,13.9,-0.3,0.79,0.8333333333333334,1.0,1.0250000000000004,1,11,12.8875,0.16666666666666663,0,0,18,0,0
0,0,0,1,1,0,0,0,10,0,3,7,29,43,0,19,132.0,124.7,0,5,10,0,0.0,0,0,5,10,0,0.0,0,7.6,2.6,0.32,0.0,0.0,0.0,10,0,0.0,0.0,0,0,20,0,0
0,1,0,1,0,0,0,4,11,0,6,23,29,43,0,18,135.0,129.2,0,7,7,7,14.14571429,0,0,8,9,8,13.62777778,0,11.1,0.6,2.02,1.0,1.0,0.5179365100000002,0,15,13.886746035000002,0.0,0,0,16,-1,0
1,0,0,1,0,0,0,0,11,0,0,7,29,43,0,18,140.0,128.8,0,7,7,6,13.39166667,0,0,8,8,8,12.4875,0,12.4,0.5,1.79,0.8571428571428571,1.0,0.9041666699999986,1,14,12.939583335,0.1428571428571429,0,0,15,-1,0
0,0,0,1,0,0,0,11,16,0,17,22,29,43,0,21,141.0,131.9,6,10,20,6,11.5,0,5,10,17,5,12.4,0,9.4,-0.8,-3.12,0.6,0.5,-0.9000000000000004,9,11,11.95,-0.09999999999999998,0,0,37,0,0
0,1,0,1,0,0,0,0,11,0,6,22,25,39,0,21,139.0,125.5,0,8,8,7,13.51428571,0,0,8,8,7,13.51428571,0,12.7,3.7,-1.7,0.875,0.875,0.0,2,14,13.51428571,0.0,0,0,16,0,0
1,0,0,1,0,0,0,4,13,0,12,25,22,36,0,20,127.0,122.8,0,6,6,3,12.33333333,0,0,6,9,0,0.0,0,10.8,1.4,1.74,0.5,0.0,12.33333333,9,3,6.166666665,-0.5,0,0,15,0,0
0,0,0,1,1,0,0,0,8,0,6,22,29,41,0,20,158.0,130.0,0,5,8,4,11.25,0,0,5,7,5,10.4,0,7.6,2.6,0.32,0.8,1.0,0.8499999999999996,1,9,10.825,0.19999999999999996,0,0,15,0,0
0,0,0,1,1,0,0,4,13,0,0,5,24,39,0,18,120.0,113.7,0,5,7,4,11.4,0,0,5,5,4,11.25,0,9.4,-0.8,-3.12,0.8,0.8,0.15000000000000036,2,8,11.325,0.0,0,0,12,0,0
0,0,0,1,0,0,1,2,13,0,0,0,29,38,18,21,133.1,100.0,2,7,9,7,14.66666667,0,1,6,8,6,14.0,0,11.1,0.6,2.02,1.0,1.0,0.6666666699999997,0,13,14.333333334999999,0.0,0,0,17,1,0
1,0,0,1,1,0,0,0,6,0,17,22,30,44,0,20,135.0,122.1,0,5,10,3,10.66666667,0,0,5,5,4,12.25,0,7.6,2.6,0.32,0.6,0.8,-1.5833333300000003,3,7,11.458333334999999,0.20000000000000007,0,0,15,0,0
0,1,0,1,1,0,0,0,15,0,17,22,29,41,0,18,133.0,124.6,0,6,8,5,13.0,0,0,6,9,5,13.5,0,9.4,-0.8,-3.12,0.8333333333333334,0.8333333333333334,-0.5,2,10,13.25,0.0,0,0,17,0,0
0,0,0,1,0,0,0,0,14,0,12,15,22,39,0,19,143.0,144.8,0,6,6,6,12.16666667,0,0,6,6,6,12.5,0,16.2,0.3,-0.92,1.0,1.0,-0.3333333300000003,0,12,12.333333334999999,0.0,0,0,12,0,0
0,0,0,1,1,0,0,0,11,0,0,23,23,43,0,19,138.0,123.0,0,7,10,5,13.44,0,0,7,8,6,13.06666667,0,12.4,0.5,1.79,0.7142857142857143,0.8571428571428571,0.37333332999999946,3,11,13.253333335,0.1428571428571428,0,0,18,0,0
0,0,0,1,0,0,0,11,13,0,17,22,29,40,0,40,150.0,110.0,4,8,8,8,11.625,0,3,7,12,5,11.2,0,9.4,-0.8,-3.12,1.0,0.7142857142857143,0.4250000000000007,2,13,11.4125,-0.2857142857142857,0,0,20,1,1
0,0,0,1,1,0,0,5,0,0,0,0,24,37,0,23,121.0,116.8,15,17,18,17,11.5,0,16,17,17,17,12.17647059,0,12.4,0.5,1.79,1.0,1.0,-0.6764705899999992,0,34,11.838235295,0.0,0,0,35,0,0
1,0,0,1,0,0,0,0,10,0,6,23,24,41,0,33,140.0,133.0,3,9,11,9,12.8,0,2,7,9,7,11.42857143,0,12.7,3.7,-1.7,1.0,1.0,1.3714285700000008,0,16,12.114285715000001,0.0,0,0,20,2,1
0,0,0,1,1,0,0,0,4,0,12,25,22,36,0,18,129.0,136.4,0,6,6,6,12.33333333,0,0,6,6,6,12.83333333,0,7.6,2.6,0.32,1.0,1.0,-0.5,0,12,12.58333333,0.0,0,0,12,0,0
0,0,0,1,1,0,0,4,0,0,17,22,29,1,0,19,145.0,150.3,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0
0,0,0,1,0,0,0,9,16,7,6,0,29,39,0,25,120.0,134.0,0,5,14,1,11.0,0,0,5,11,2,12.66666667,4,16.2,0.3,-0.92,0.2,0.4,-1.6666666699999997,7,3,11.833333334999999,0.2,0,0,25,0,1
0,0,1,0,0,0,0,9,3,0,12,15,22,36,0,34,150.0,120.0,1,6,10,6,14.33333333,0,0,6,9,6,12.83333333,0,11.1,0.6,2.02,1.0,1.0,1.5,0,12,13.58333333,0.0,2,0,19,0,1
1,0,0,1,1,0,0,4,0,0,17,22,27,43,0,24,125.0,134.1,12,17,19,13,11.64285714,0,12,17,25,12,11.25,0,11.1,0.6,2.02,0.7647058823529411,0.7058823529411765,0.39285714000000027,9,25,11.44642857,-0.05882352941176461,0,0,44,0,0
1,0,0,1,1,0,1,0,4,0,7,0,29,1,2,21,152.0,168.5,0,6,7,5,14.6,0,0,6,6,5,14.2,0,16.2,0.3,-0.92,0.8333333333333334,0.8333333333333334,0.40000000000000036,2,10,14.399999999999999,0.0,0,0,13,0,0
1,0,0,1,1,0,0,0,10,0,0,15,24,1,0,18,125.0,121.9,0,6,15,3,11.66666667,0,0,6,14,2,12.5,0,10.8,1.4,1.74,0.5,0.3333333333333333,-0.8333333300000003,7,5,12.083333334999999,-0.16666666666666669,0,0,29,0,0
1,1,0,1,1,0,0,0,14,0,0,15,23,41,0,18,121.0,113.0,0,6,7,6,11.66666667,0,0,6,12,5,10.2,0,12.4,0.5,1.79,1.0,0.8333333333333334,1.4666666700000004,1,11,10.933333335,-0.16666666666666663,0,0,19,0,0
0,0,0,1,1,0,0,10,8,0,17,23,29,1,0,26,130.0,130.0,3,5,5,4,13.0,0,1,5,7,2,12.0,0,9.4,-0.8,-3.12,0.8,0.4,1.0,4,6,12.5,-0.4,0,0,12,0,1
0,1,0,1,1,1,0,0,14,0,7,0,29,43,0,18,132.0,126.4,0,6,9,6,11.16666667,0,0,6,11,5,12.4,0,10.8,1.4,1.74,1.0,0.8333333333333334,-1.2333333300000007,1,11,11.783333335,-0.16666666666666663,0,0,20,0,0
0,0,0,1,1,0,0,4,12,0,0,0,24,2,0,20,112.0,107.1,0,7,7,7,12.5,0,0,8,8,8,13.1375,0,12.4,0.5,1.79,1.0,1.0,-0.6374999999999993,0,15,12.81875,0.0,0,0,15,-1,0
1,0,0,1,0,0,0,12,3,0,0,15,11,10,0,19,120.0,120.0,0,6,17,1,11.0,0,0,6,19,0,0.0,0,16.2,0.3,-0.92,0.16666666666666666,0.0,11.0,11,1,5.5,-0.16666666666666666,0,0,36,0,0
1,1,0,1,1,0,0,4,8,0,18,23,24,41,0,22,133.1,109.0,0,5,7,3,12.33333333,0,0,5,9,3,10.57142857,0,10.8,1.4,1.74,0.6,0.6,1.7619047600000002,4,6,11.45238095,0.0,0,0,16,0,0
1,0,0,1,0,0,0,9,6,11,0,0,25,2,0,25,120.0,146.8,2,5,6,5,14.2,0,1,5,5,2,13.5,0,16.2,0.3,-0.92,1.0,0.4,0.6999999999999993,3,7,13.85,-0.6,0,0,11,0,1
1,0,0,1,0,0,0,4,13,0,0,22,24,39,0,21,133.1,150.0,0,6,8,6,14.75,0,0,6,9,5,14.33333333,0,11.1,0.6,2.02,1.0,0.8333333333333334,0.4166666699999997,1,11,14.541666665000001,-0.16666666666666663,0,0,17,0,0
0,1,0,1,1,0,0,0,4,0,0,0,29,43,0,20,132.0,133.8,0,6,6,6,13.83333333,0,0,6,6,6,13.5,0,16.2,0.3,-0.92,1.0,1.0,0.3333333300000003,0,12,13.666666665000001,0.0,0,0,12,0,0
1,0,1,1,0,0,0,9,9,0,18,0,29,37,0,28,160.0,124.0,2,8,15,7,11.0,0,0,6,17,1,10.0,0,10.8,1.4,1.74,0.875,0.16666666666666666,1.0,6,8,10.5,-0.7083333333333334,1,0,32,2,1
0,1,1,1,0,0,0,4,13,0,0,23,24,41,0,18,127.0,125.6,0,6,7,1,14.0,0,0,6,6,0,0.0,0,15.5,2.8,-4.06,0.16666666666666666,0.0,14.0,11,1,7.0,-0.16666666666666666,1,1,13,0,0
0,0,0,0,1,0,0,4,4,0,17,22,29,43,0,18,131.0,126.1,0,6,9,4,11.5,1,0,6,6,6,12.16666667,0,7.6,2.6,0.32,0.6666666666666666,1.0,-0.6666666699999997,2,10,11.833333334999999,0.33333333333333337,1,0,15,0,0
