Gender,Scholarship holder,Debtor,Tuition fees up to date,Displaced,Educational special needs,International,Application mode,Course,Previous qualification,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Nacionality,Age at enrollment,Previous qualification (grade),Admission grade,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Approval_Rate_Sem1,Approval_Rate_Sem2,Grade_Drop,Total_Units_Failed,Total_Units_Approved,Avg_Grade,Approval_Rate_Trend,Financial_Risk_Score,Scholarship_Debtor,Total_Evaluations,Enrollment_Drop,Mature_Student,Dropout_Binary,Target
0,1,0,1,0,0,0,0,11,0,6,7,25,40,0,18,143.0,142.3,0,7,7,7,13.79714286,0,0,8,8,8,13.775,0,12.4,0.5,1.79,1.0,1.0,0.022142859999998876,0,15,13.78607143,0.0,0,0,15,-1,0,0,Enrolled
0,1,0,1,1,0,0,0,11,0,6,7,25,39,0,20,129.0,119.6,0,7,8,7,14.00375,0,0,8,11,7,13.81285714,0,15.5,2.8,-4.06,1.0,0.875,0.19089285999999994,1,14,13.908303570000001,-0.125,0,0,19,-1,0,0,Graduate
0,1,0,1,1,0,0,3,8,0,18,22,29,43,0,22,139.0,123.7,0,5,8,4,12.0,0,0,5,8,4,11.4,2,16.2,0.3,-0.92,0.8,0.8,0.5999999999999996,2,8,11.7,0.0,0,0,16,0,0,0,Graduate
0,1,0,1,1,0,0,0,2,0,19,7,24,2,0,47,133.1,143.0,0,6,9,5,14.16666667,0,0,6,7,6,14.16666667,0,16.2,0.3,-0.92,0.8333333333333334,1.0,0.0,1,11,14.16666667,0.16666666666666663,0,0,16,0,1,0,Graduate
0,0,0,1,0,0,0,14,16,0,17,22,28,38,0,31,127.0,100.1,1,5,5,5,14.0,0,0,5,5,5,13.8,0,8.9,1.4,3.51,1.0,1.0,0.1999999999999993,0,10,13.9,0.0,0,0,10,0,1,0,Graduate
0,1,0,1,0,0,0,0,4,0,6,22,27,39,0,21,126.0,119.4,0,6,7,5,13.8,0,0,6,6,6,12.83333333,0,16.2,0.3,-0.92,0.8333333333333334,1.0,0.9666666700000004,1,11,13.316666665,0.16666666666666663,0,0,13,0,0,0,Graduate
0,0,0,1,0,0,0,0,2,0,18,23,0,0,0,21,128.0,122.1,0,6,8,5,12.8,0,0,6,10,6,11.85714286,0,7.6,2.6,0.32,0.8333333333333334,1.0,0.942857140000001,1,11,12.32857143,0.16666666666666663,0,0,18,0,0,0,Graduate
0,0,0,1,0,0,0,9,14,2,0,0,24,38,0,24,100.0,100.0,0,6,6,6,12.16666667,0,0,6,6,6,13.83333333,0,7.6,2.6,0.32,1.0,1.0,-1.6666666600000006,0,12,13.0,0.0,0,0,12,0,0,0,Graduate
0,0,0,1,0,0,0,4,4,0,20,22,22,43,0,18,123.0,113.9,0,6,8,6,12.5,0,0,6,6,6,12.33333333,0,15.5,2.8,-4.06,1.0,1.0,0.16666666999999968,0,12,12.416666665000001,0.0,0,0,14,0,0,0,Enrolled
0,0,0,1,0,0,0,9,2,4,14,0,30,36,0,32,170.0,101.0,0,6,9,4,12.0,0,0,6,12,4,11.5,0,7.6,2.6,0.32,0.6666666666666666,0.6666666666666666,0.5,4,8,11.75,0.0,0,0,21,0,1,0,Graduate
0,1,0,1,1,0,0,5,2,0,12,0,23,38,0,19,117.0,111.8,0,6,8,6,10.83333333,0,0,6,9,6,11.5,0,10.8,1.4,1.74,1.0,1.0,-0.6666666699999997,0,12,11.166666665000001,0.0,0,0,17,0,0,0,Graduate
0,0,0,1,1,0,0,9,11,0,12,15,1,1,0,24,140.0,140.0,0,8,8,8,13.385,0,0,8,8,8,13.385,0,9.4,-0.8,-3.12,1.0,1.0,0.0,0,16,13.385,0.0,0,0,16,0,0,0,Graduate
0,0,0,1,1,0,0,4,5,0,6,7,24,2,0,19,123.0,124.4,0,6,14,6,15.66666667,0,0,6,9,6,14.5,0,15.5,2.8,-4.06,1.0,1.0,1.1666666699999997,0,12,15.083333334999999,0.0,0,0,23,0,0,0,Graduate
0,1,1,1,0,0,0,12,3,9,6,22,26,40,0,19,150.0,150.0,0,6,9,6,14.33333333,0,0,6,7,6,13.83333333,0,13.9,-0.3,0.79,1.0,1.0,0.5,0,12,14.08333333,0.0,1,1,16,0,0,0,Graduate
0,0,0,1,0,0,0,12,3,9,17,22,29,38,0,24,140.0,140.0,0,6,10,6,11.42857143,0,0,6,12,5,13.0,0,12.4,0.5,1.79,1.0,0.8333333333333334,-1.5714285700000001,1,11,12.214285714999999,-0.16666666666666663,0,0,22,0,0,0,Enrolled
0,1,0,1,1,0,0,4,9,0,6,7,18,18,0,18,123.0,116.0,0,6,9,6,11.66666667,0,0,6,8,6,11.66666667,0,8.9,1.4,3.51,1.0,1.0,0.0,0,12,11.66666667,0.0,0,0,17,0,0,0,Graduate
0,1,0,1,1,0,0,0,4,0,18,22,23,40,0,19,130.0,135.6,0,6,9,5,12.0,0,0,6,10,2,11.33333333,0,8.9,1.4,3.51,0.8333333333333334,0.3333333333333333,0.6666666699999997,5,7,11.666666665000001,-0.5,0,0,19,0,0,1,Dropout
0,1,0,1,0,0,0,0,11,0,12,23,22,38,0,19,137.0,121.0,0,8,8,7,14.72571429,0,0,8,8,7,14.72571429,0,10.8,1.4,1.74,0.875,0.875,0.0,2,14,14.72571429,0.0,0,0,16,0,0,0,Graduate
0,1,0,1,1,0,0,4,14,0,6,23,29,42,0,18,126.0,118.7,0,6,6,6,14.16666667,0,0,6,6,6,13.66666667,0,12.4,0.5,1.79,1.0,1.0,0.5,0,12,13.91666667,0.0,0,0,12,0,0,0,Graduate
0,0,0,1,1,0,0,0,9,0,0,0,23,37,0,18,125.0,125.7,0,6,10,6,11.57142857,0,0,6,8,6,12.33333333,0,12.4,0.5,1.79,1.0,1.0,-0.7619047600000002,0,12,11.95238095,0.0,0,0,18,0,0,0,Graduate
0,0,0,1,1,0,0,4,12,0,0,0,24,2,0,20,112.0,107.1,0,7,7,7,12.5,0,0,8,8,8,13.1375,0,12.4,0.5,1.79,1.0,1.0,-0.6374999999999993,0,15,12.81875,0.0,0,0,15,-1,0,0,Graduate
0,0,0,1,0,0,0,0,11,0,6,23,25,41,0,18,141.0,125.5,0,8,10,8,12.86,2,0,8,10,8,12.86,2,9.4,-0.8,-3.12,1.0,1.0,0.0,0,16,12.86,0.0,0,0,20,0,0,0,Graduate
0,0,0,1,1,0,0,4,13,0,18,23,29,41,0,18,135.0,127.0,0,6,10,6,12.25,0,0,6,9,6,13.71428571,0,11.1,0.6,2.02,1.0,1.0,-1.4642857100000004,0,12,12.982142855,0.0,0,0,19,0,0,0,Graduate
0,1,0,1,1,0,0,0,5,0,18,22,29,43,0,21,117.0,113.5,0,5,7,4,12.0,0,0,5,5,5,12.2,0,10.8,1.4,1.74,0.8,1.0,-0.1999999999999993,1,9,12.1,0.19999999999999996,0,0,12,0,0,0,Graduate
0,1,0,1,0,0,0,0,11,0,6,7,24,43,0,18,160.0,154.4,0,7,9,7,15.11666667,0,0,8,9,8,16.16888889,0,15.5,2.8,-4.06,1.0,1.0,-1.0522222200000009,0,15,15.642777780000001,0.0,0,0,18,-1,0,0,Graduate
0,0,1,0,0,0,0,14,13,0,6,7,25,39,0,18,136.0,122.0,0,5,6,2,12.5,0,0,5,6,4,10.25,0,9.4,-0.8,-3.12,0.4,0.8,2.25,4,6,11.375,0.4,2,0,12,0,0,1,Dropout
0,0,0,1,1,0,0,4,9,0,0,2,24,37,0,19,143.0,128.0,0,6,11,0,0.0,0,0,6,0,0,0.0,0,9.4,-0.8,-3.12,0.0,0.0,0.0,12,0,0.0,0.0,0,0,11,0,0,1,Dropout
0,0,0,1,1,0,0,0,13,0,0,7,24,2,0,19,119.0,115.5,0,6,8,4,11.0,0,0,6,9,4,11.0,0,10.8,1.4,1.74,0.6666666666666666,0.6666666666666666,0.0,4,8,11.0,0.0,0,0,17,0,0,0,Enrolled
0,0,0,1,1,0,0,4,13,0,0,7,25,39,0,18,120.0,117.2,0,6,8,6,11.875,0,0,6,11,4,14.6,0,11.1,0.6,2.02,1.0,0.6666666666666666,-2.7249999999999996,2,10,13.2375,-0.33333333333333337,0,0,19,0,0,0,Graduate
0,0,0,1,1,0,0,9,7,7,12,0,30,44,0,34,150.0,150.0,1,5,6,1,11.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,0.2,0.0,11.0,9,1,5.5,-0.2,0,0,11,0,1,1,Dropout
0,0,0,1,0,0,0,0,5,0,2,2,30,44,0,19,142.0,155.3,0,5,5,5,15.2,0,0,5,6,5,13.2,0,7.6,2.6,0.32,1.0,1.0,2.0,0,10,14.2,0.0,0,0,11,0,0,0,Graduate
0,0,1,0,1,0,0,12,7,9,17,22,27,42,0,19,120.0,120.0,2,6,7,5,11.6,0,1,6,12,2,11.0,0,12.4,0.5,1.79,0.8333333333333334,0.3333333333333333,0.5999999999999996,5,7,11.3,-0.5,2,0,19,0,0,1,Dropout
0,0,1,1,0,0,0,14,9,0,12,7,22,1,0,26,160.0,116.1,0,6,6,6,14.83333333,0,0,6,7,6,15.14285714,0,11.1,0.6,2.02,1.0,1.0,-0.30952380999999995,0,12,14.988095235,0.0,1,0,13,0,1,0,Graduate
0,0,0,1,1,0,0,4,15,0,14,19,0,0,0,21,133.1,118.9,0,6,12,3,11.33333333,0,0,6,10,3,11.33333333,0,7.6,2.6,0.32,0.5,0.5,0.0,6,6,11.33333333,0.0,0,0,22,0,0,1,Dropout
0,1,0,1,0,0,0,4,8,0,6,7,24,42,0,18,142.0,127.3,0,5,5,5,11.2,0,0,5,5,5,11.8,0,11.1,0.6,2.02,1.0,1.0,-0.6000000000000014,0,10,11.5,0.0,0,0,10,0,0,0,Graduate
0,1,0,1,1,0,0,4,15,0,18,23,25,41,0,20,121.0,113.7,0,6,8,5,13.4,0,0,6,9,5,13.66666667,0,9.4,-0.8,-3.12,0.8333333333333334,0.8333333333333334,-0.26666666999999933,2,10,13.533333335,0.0,0,0,17,0,0,0,Graduate
0,0,0,1,0,0,0,14,8,0,0,0,24,38,0,25,135.0,118.5,0,5,12,2,10.5,0,0,5,5,0,0.0,0,11.1,0.6,2.02,0.4,0.0,10.5,8,2,5.25,-0.4,0,0,17,0,1,1,Dropout
0,0,0,1,0,0,0,0,8,0,0,23,24,37,0,18,153.0,146.7,0,5,5,5,16.2,0,0,5,5,5,16.4,0,11.1,0.6,2.02,1.0,1.0,-0.1999999999999993,0,10,16.299999999999997,0.0,0,0,10,0,0,0,Graduate
0,1,0,1,1,0,0,0,11,0,6,7,23,40,0,18,140.0,124.3,0,7,7,7,14.54285714,0,0,8,11,8,14.88181818,0,16.2,0.3,-0.92,1.0,1.0,-0.33896103999999916,0,15,14.71233766,0.0,0,0,18,-1,0,0,Graduate
0,0,0,1,0,0,0,0,11,0,22,7,23,39,0,19,152.0,137.8,0,7,7,7,13.69428571,0,0,8,9,8,14.35555556,0,11.1,0.6,2.02,1.0,1.0,-0.66126985,0,15,14.024920635,0.0,0,0,16,-1,0,0,Graduate
0,1,0,1,0,0,0,0,9,0,6,23,25,43,0,18,120.0,130.2,0,6,8,6,11.28571429,0,0,6,10,6,11.85714286,0,12.4,0.5,1.79,1.0,1.0,-0.5714285700000001,0,12,11.571428574999999,0.0,0,0,18,0,0,0,Graduate
0,0,0,1,0,0,0,4,11,0,18,23,27,41,0,20,160.0,147.8,0,7,11,6,11.75714286,0,0,8,12,6,13.08333333,0,15.5,2.8,-4.06,0.8571428571428571,0.75,-1.3261904700000002,3,12,12.420238095,-0.1071428571428571,0,0,23,-1,0,0,Enrolled
0,0,1,0,0,0,0,17,5,11,6,7,29,39,0,26,150.0,150.0,0,3,3,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,0.0,0.0,0.0,9,0,0.0,0.0,2,0,3,-3,1,1,Dropout
0,1,0,1,1,0,0,10,11,0,17,22,27,43,0,19,100.0,100.0,0,8,8,7,13.05857143,0,0,8,8,7,13.05857143,0,10.8,1.4,1.74,0.875,0.875,0.0,2,14,13.05857143,0.0,0,0,16,0,0,0,Graduate
0,0,0,1,0,0,0,0,11,0,0,0,25,1,0,19,150.0,155.6,0,7,7,7,14.3,0,0,8,9,8,14.05555556,0,16.2,0.3,-0.92,1.0,1.0,0.24444444000000054,0,15,14.17777778,0.0,0,0,16,-1,0,0,Graduate
0,0,0,1,0,0,0,11,8,0,17,22,29,43,0,19,124.0,117.4,3,10,15,5,11.8,0,4,10,14,8,12.0,0,7.6,2.6,0.32,0.5,0.8,-0.1999999999999993,7,13,11.9,0.30000000000000004,0,0,29,0,0,0,Graduate
0,0,0,1,1,0,0,13,5,0,0,7,27,39,0,19,141.0,128.8,0,5,9,3,10.33333333,1,0,5,8,3,13.0,0,7.6,2.6,0.32,0.6,0.6,-2.6666666699999997,4,6,11.666666665000001,0.0,0,0,17,0,0,0,Enrolled
0,0,0,1,1,0,0,0,10,0,6,7,25,42,0,18,121.0,117.5,0,6,7,6,10.57142857,0,0,6,11,3,11.66666667,0,16.2,0.3,-0.92,1.0,0.5,-1.0952380999999995,3,9,11.11904762,-0.5,0,0,18,0,0,0,Graduate
0,0,0,1,1,0,0,11,11,15,0,22,29,43,0,19,134.0,120.4,0,7,7,6,13.33333333,0,0,7,7,6,13.33333333,0,7.6,2.6,0.32,0.8571428571428571,0.8571428571428571,0.0,2,12,13.33333333,0.0,0,0,14,0,0,0,Graduate
0,0,1,1,0,0,0,0,9,0,0,0,29,40,0,18,134.0,130.9,0,6,10,6,11.85714286,0,0,6,9,5,11.0,0,13.9,-0.3,0.79,1.0,0.8333333333333334,0.8571428599999997,1,11,11.42857143,-0.16666666666666663,1,0,19,0,0,0,Graduate
0,0,0,1,1,0,0,0,15,0,7,7,24,38,0,18,132.0,125.0,0,6,9,5,12.6,0,0,6,8,5,11.4,0,9.4,-0.8,-3.12,0.8333333333333334,0.8333333333333334,1.1999999999999993,2,10,12.0,0.0,0,0,17,0,0,0,Enrolled
0,0,0,1,1,0,0,0,5,0,6,23,29,39,0,18,135.0,136.8,0,5,11,5,14.0,3,0,5,7,5,11.6,0,9.4,-0.8,-3.12,1.0,1.0,2.4000000000000004,0,10,12.8,0.0,0,0,18,0,0,0,Enrolled
0,0,0,1,1,0,0,0,15,0,0,23,29,40,0,18,123.0,121.6,0,7,12,5,12.0,0,0,7,9,6,12.66666667,0,11.1,0.6,2.02,0.7142857142857143,0.8571428571428571,-0.6666666699999997,3,11,12.333333334999999,0.1428571428571428,0,0,21,0,0,0,Enrolled
0,0,1,1,0,0,0,12,6,9,6,22,24,41,0,26,151.0,151.0,0,5,6,0,0.0,0,0,5,5,0,0.0,0,16.2,0.3,-0.92,0.0,0.0,0.0,10,0,0.0,0.0,1,0,11,0,1,1,Dropout
0,0,0,1,1,0,0,0,9,0,18,23,27,41,0,20,107.0,103.5,0,6,7,6,12.0,0,0,6,7,6,13.0,0,12.4,0.5,1.79,1.0,1.0,-1.0,0,12,12.5,0.0,0,0,14,0,0,0,Graduate
0,0,0,1,0,0,0,0,2,0,17,23,29,2,0,19,126.0,119.4,0,6,6,6,12.66666667,0,0,6,6,6,11.66666667,0,12.7,3.7,-1.7,1.0,1.0,1.0,0,12,12.16666667,0.0,0,0,12,0,0,0,Graduate
0,1,0,1,1,0,0,0,9,0,14,22,24,43,0,18,133.0,134.4,0,6,6,6,12.16666667,0,0,6,9,6,13.66666667,0,9.4,-0.8,-3.12,1.0,1.0,-1.5,0,12,12.91666667,0.0,0,0,15,0,0,0,Graduate
0,0,0,1,0,0,0,12,9,9,18,22,27,41,0,19,140.0,143.0,3,6,6,6,13.33333333,0,2,6,6,6,14.66666667,0,13.9,-0.3,0.79,1.0,1.0,-1.3333333399999994,0,12,14.0,0.0,0,0,12,0,0,0,Graduate
0,0,1,1,0,0,0,17,15,11,22,15,22,1,0,40,110.0,110.0,0,7,8,7,15.0,0,0,7,7,7,14.57142857,0,12.4,0.5,1.79,1.0,1.0,0.42857142999999986,0,14,14.785714285000001,0.0,1,0,15,0,1,0,Graduate
0,1,0,1,1,0,0,0,11,0,18,23,27,41,0,18,141.0,132.5,0,8,8,8,13.39125,0,0,8,8,8,13.39125,0,9.4,-0.8,-3.12,1.0,1.0,0.0,0,16,13.39125,0.0,0,0,16,0,0,0,Graduate
0,0,0,1,0,0,0,4,9,0,12,0,29,2,0,19,122.0,114.7,0,6,9,5,12.16666667,0,0,6,8,6,12.42857143,0,13.9,-0.3,0.79,0.8333333333333334,1.0,-0.2619047600000002,1,11,12.29761905,0.16666666666666663,0,0,17,0,0,0,Graduate
0,0,0,1,0,0,0,4,7,0,7,33,23,39,0,18,156.0,166.9,0,5,9,4,11.25,0,0,5,6,4,12.5,0,7.6,2.6,0.32,0.8,0.8,-1.25,2,8,11.875,0.0,0,0,15,0,0,0,Graduate
0,0,0,1,1,0,0,0,5,0,0,8,23,1,0,19,129.0,125.9,0,5,13,4,12.0,2,0,5,8,3,12.0,0,9.4,-0.8,-3.12,0.8,0.6,0.0,3,7,12.0,-0.20000000000000007,0,0,21,0,0,0,Enrolled
0,0,0,1,1,0,0,0,0,0,12,15,22,36,0,18,188.0,178.3,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,1,Dropout
0,0,0,1,1,0,0,9,2,0,17,22,29,43,0,33,120.0,117.0,0,6,7,6,12.83333333,0,0,6,8,6,12.85714286,0,12.4,0.5,1.79,1.0,1.0,-0.023809529999999413,0,12,12.845238095,0.0,0,0,15,0,1,0,Graduate
0,0,0,1,0,0,0,9,3,7,12,15,1,36,0,35,130.0,150.0,0,6,10,6,14.0,0,0,6,11,6,13.1,0,16.2,0.3,-0.92,1.0,1.0,0.9000000000000004,0,12,13.55,0.0,0,0,21,0,1,0,Graduate
0,0,0,1,1,0,0,10,8,0,17,23,29,1,0,26,130.0,130.0,3,5,5,4,13.0,0,1,5,7,2,12.0,0,9.4,-0.8,-3.12,0.8,0.4,1.0,4,6,12.5,-0.4,0,0,12,0,1,0,Enrolled
0,0,0,1,1,0,0,0,14,0,6,7,27,39,0,18,140.0,135.1,0,6,7,6,13.5,0,0,6,8,6,12.5,0,9.4,-0.8,-3.12,1.0,1.0,1.0,0,12,13.0,0.0,0,0,15,0,0,0,Graduate
0,0,0,1,0,0,0,11,9,0,17,22,29,43,0,36,110.0,110.0,10,16,24,13,10.69230769,1,9,13,19,9,12.30769231,0,15.5,2.8,-4.06,0.8125,0.6923076923076923,-1.6153846200000004,7,22,11.5,-0.12019230769230771,0,0,43,3,1,0,Enrolled
0,0,0,1,0,0,0,9,16,0,17,22,26,40,0,39,133.1,136.2,0,5,6,5,11.0,0,0,5,9,5,11.66666667,0,10.8,1.4,1.74,1.0,1.0,-0.6666666699999997,0,10,11.333333334999999,0.0,0,0,15,0,1,0,Graduate
0,0,0,1,0,0,0,9,9,0,17,22,29,43,0,44,120.0,116.0,0,6,8,6,13.0,0,0,6,6,6,13.83333333,0,12.7,3.7,-1.7,1.0,1.0,-0.8333333300000003,0,12,13.416666665000001,0.0,0,0,14,0,1,0,Graduate
0,0,0,1,0,0,0,0,2,0,12,0,23,43,0,20,96.0,100.0,0,6,10,5,12.0,0,0,6,9,4,11.25,0,9.4,-0.8,-3.12,0.8333333333333334,0.6666666666666666,0.75,3,9,11.625,-0.16666666666666674,0,0,19,0,0,0,Enrolled
0,0,0,1,1,0,0,0,10,0,6,7,29,43,0,24,117.0,116.3,0,6,9,4,12.6,0,0,6,6,4,11.5,0,12.7,3.7,-1.7,0.6666666666666666,0.6666666666666666,1.0999999999999996,4,8,12.05,0.0,0,0,15,0,0,1,Dropout
0,1,0,1,0,0,0,11,14,0,6,7,29,42,0,20,123.0,134.0,0,6,6,6,13.66666667,0,0,6,6,6,13.33333333,0,12.4,0.5,1.79,1.0,1.0,0.33333333999999937,0,12,13.5,0.0,0,0,12,0,0,0,Graduate
0,0,0,0,1,0,0,0,0,0,0,0,29,39,0,19,127.0,124.2,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,0.0,0.0,0.0,0,0,0.0,0.0,1,0,0,0,0,1,Dropout
0,1,1,1,0,0,0,0,11,0,17,23,29,41,0,18,151.0,134.5,0,7,7,6,14.2,0,0,7,7,6,14.2,0,7.6,2.6,0.32,0.8571428571428571,0.8571428571428571,0.0,2,12,14.2,0.0,1,1,14,0,0,0,Graduate
0,0,1,0,0,0,0,0,10,0,6,7,24,40,0,22,127.0,120.7,0,6,10,5,11.0,0,0,6,12,0,0.0,0,10.8,1.4,1.74,0.8333333333333334,0.0,11.0,7,5,5.5,-0.8333333333333334,2,0,22,0,0,1,Dropout
0,0,0,1,1,0,0,4,5,0,6,0,24,39,0,18,133.0,127.1,0,6,7,6,15.0,0,0,6,7,6,16.42857143,0,11.1,0.6,2.02,1.0,1.0,-1.4285714300000016,0,12,15.714285715,0.0,0,0,14,0,0,0,Graduate
0,0,0,1,0,0,0,9,11,5,18,22,29,43,0,24,133.1,133.0,0,7,9,6,12.58571429,0,0,8,9,7,13.44285714,0,13.9,-0.3,0.79,0.8571428571428571,0.875,-0.8571428499999989,2,13,13.014285715,0.017857142857142905,0,0,18,-1,0,0,Graduate
0,0,0,1,0,0,0,9,16,0,17,22,30,42,0,33,133.1,128.2,0,5,0,0,0.0,0,0,5,0,0,0.0,0,12.7,3.7,-1.7,0.0,0.0,0.0,10,0,0.0,0.0,0,0,0,0,1,1,Dropout
0,1,1,1,0,0,0,9,3,0,17,22,23,42,0,30,133.1,130.0,0,6,6,0,0.0,0,0,6,6,0,0.0,0,11.1,0.6,2.02,0.0,0.0,0.0,12,0,0.0,0.0,1,1,12,0,1,0,Enrolled
0,0,0,1,0,0,0,9,5,13,12,24,22,37,0,26,160.0,172.0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,0.0,0.0,0.0,12,0,0.0,0.0,0,0,0,0,1,1,Dropout
0,0,0,1,1,0,0,4,15,0,6,23,24,1,0,18,140.0,128.5,0,6,7,6,11.66666667,0,0,6,10,6,11.83333333,0,10.8,1.4,1.74,1.0,1.0,-0.16666666000000063,0,12,11.75,0.0,0,0,17,0,0,0,Graduate
0,0,1,1,0,0,0,0,14,0,17,23,29,41,0,19,146.0,128.5,0,6,13,3,12.66666667,0,0,6,12,2,10.0,0,10.8,1.4,1.74,0.5,0.3333333333333333,2.6666666699999997,7,5,11.333333334999999,-0.16666666666666669,1,0,25,0,0,1,Dropout
0,0,0,1,1,0,0,4,8,0,6,23,29,2,0,20,112.0,112.0,0,5,10,3,10.33333333,0,0,5,9,4,11.0,2,16.2,0.3,-0.92,0.6,0.8,-0.6666666699999997,3,7,10.666666665000001,0.20000000000000007,0,0,19,0,0,0,Enrolled
0,1,0,1,1,0,0,15,5,12,6,22,29,42,0,22,140.0,142.5,7,11,18,8,13.5,0,4,9,16,7,13.71428571,0,8.9,1.4,3.51,0.7272727272727273,0.7777777777777778,-0.2142857100000004,5,15,13.607142855,0.0505050505050505,0,0,34,2,0,0,Graduate
0,0,0,1,1,0,0,0,11,0,0,0,29,1,0,19,136.0,133.0,0,7,8,5,13.98,0,0,7,8,5,13.98,0,7.6,2.6,0.32,0.7142857142857143,0.7142857142857143,0.0,4,10,13.98,0.0,0,0,16,0,0,0,Enrolled
0,1,0,1,1,0,0,0,5,0,17,23,27,39,0,21,133.1,106.0,0,6,13,6,16.15384615,0,0,6,10,6,15.75,0,15.5,2.8,-4.06,1.0,1.0,0.4038461499999997,0,12,15.951923075,0.0,0,0,23,0,0,0,Graduate
0,1,0,1,1,0,0,0,11,0,6,23,24,42,0,21,136.0,125.5,0,7,7,6,14.03333333,0,0,7,7,6,14.03333333,0,7.6,2.6,0.32,0.8571428571428571,0.8571428571428571,0.0,2,12,14.03333333,0.0,0,0,14,0,0,0,Graduate
0,0,0,1,0,0,0,4,5,0,6,22,22,41,0,19,134.0,131.2,0,5,8,1,11.0,0,0,5,6,5,11.2,0,7.6,2.6,0.32,0.2,1.0,-0.1999999999999993,4,6,11.1,0.8,0,0,14,0,0,0,Enrolled
0,1,0,1,1,0,0,0,15,0,18,22,18,35,0,19,122.0,112.9,0,7,8,7,13.85714286,0,0,7,8,6,13.66666667,0,8.9,1.4,3.51,1.0,0.8571428571428571,0.19047619000000005,1,13,13.761904765,-0.1428571428571429,0,0,16,0,0,0,Graduate
0,0,0,1,1,0,0,0,11,0,6,7,29,39,0,18,138.0,124.8,0,8,8,7,13.41428571,0,0,8,8,7,13.41428571,0,12.7,3.7,-1.7,0.875,0.875,0.0,2,14,13.41428571,0.0,0,0,16,0,0,1,Dropout
0,0,0,1,0,0,0,11,2,0,17,24,29,38,0,50,160.0,140.9,7,11,11,11,13.54545455,0,3,7,7,7,13.57142857,0,16.2,0.3,-0.92,1.0,1.0,-0.025974019999999598,0,18,13.55844156,0.0,0,0,18,4,1,0,Graduate
0,1,0,1,0,0,0,9,16,0,18,7,29,41,0,31,130.0,148.0,0,5,11,4,11.25,0,0,5,10,4,10.83333333,0,13.9,-0.3,0.79,0.8,0.8,0.4166666699999997,2,8,11.041666665000001,0.0,0,0,21,0,1,0,Enrolled
0,1,0,1,0,0,0,4,14,0,0,7,24,41,0,19,161.0,148.4,0,6,6,6,13.83333333,0,0,6,7,6,14.42857143,0,15.5,2.8,-4.06,1.0,1.0,-0.5952380999999995,0,12,14.13095238,0.0,0,0,13,0,0,0,Graduate
0,0,0,1,0,0,0,9,16,0,0,22,9,32,0,35,140.0,129.7,0,5,8,5,12.0,0,0,5,9,5,12.85714286,0,13.9,-0.3,0.79,1.0,1.0,-0.8571428599999997,0,10,12.42857143,0.0,0,0,17,0,1,0,Graduate
0,0,0,1,0,0,0,9,5,5,18,23,24,41,0,31,133.1,128.2,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.7,3.7,-1.7,0.0,0.0,0.0,12,0,0.0,0.0,0,0,0,0,1,1,Dropout
0,0,1,1,0,0,0,14,2,5,17,22,29,43,0,42,133.1,104.0,5,11,14,10,11.9,0,5,11,14,10,12.8,0,11.1,0.6,2.02,0.9090909090909091,0.9090909090909091,-0.9000000000000004,2,20,12.350000000000001,0.0,1,0,28,0,1,0,Enrolled
0,0,0,0,1,0,0,5,8,0,17,22,29,43,0,34,130.0,119.9,0,5,5,0,0.0,0,0,5,0,0,0.0,0,9.4,-0.8,-3.12,0.0,0.0,0.0,10,0,0.0,0.0,1,0,5,0,1,1,Dropout
0,1,0,1,1,0,0,0,11,0,0,0,24,38,0,18,152.0,141.0,0,7,7,7,15.13571429,0,0,8,8,8,15.2875,0,12.4,0.5,1.79,1.0,1.0,-0.1517857100000004,0,15,15.211607144999999,0.0,0,0,15,-1,0,0,Graduate
0,1,0,0,1,0,0,4,15,0,12,15,23,37,0,18,125.0,116.6,0,7,7,7,12.28571429,0,0,7,8,6,13.33333333,0,8.9,1.4,3.51,1.0,0.8571428571428571,-1.0476190400000007,1,13,12.80952381,-0.1428571428571429,1,0,15,0,0,0,Enrolled
0,0,0,1,1,0,0,12,5,9,17,23,25,40,0,21,140.0,140.0,2,6,16,5,12.66666667,0,1,6,15,2,13.5,0,16.2,0.3,-0.92,0.8333333333333334,0.3333333333333333,-0.8333333300000003,5,7,13.083333334999999,-0.5,0,0,31,0,0,0,Enrolled
